customerID,Churn,sim_logins,sim_support_contacts,sim_data_usage_gb
2921-XWDJH,No,5,1,6.333555669831917
6221-AVQYL,Yes,2,0,1.3371060909477266
2558-BUOZZ,No,7,0,4.981091520332749
9257-AZMTZ,No,9,1,5.578385176092014
0003-MKNFE,No,5,1,0.8057632266541452
0975-UYDTX,No,7,1,0.9863268793400162
7743-EXURX,Yes,1,1,1.843546225616585
4682-BLBUC,No,5,0,7.4283492451778965
0975-VOOVL,No,3,2,2.839440648771382
5968-VXZLG,No,8,1,6.537215501067706
5569-KGJHX,Yes,4,3,0.33472951879813573
4988-IQIGL,Yes,2,1,0.7028199778806286
5201-FRKKS,No,4,0,4.305571451262602
9799-CAYJJ,No,3,1,2.9284276383104504
7730-IUTDZ,Yes,6,1,2.0688245137573227
0426-TIRNE,Yes,2,0,3.076316139715446
5443-SCMKX,No,7,2,8.640378408801293
8295-KMENE,No,6,2,4.58196477989894
6738-ISCBM,No,5,0,6.618473530951898
9821-BESNZ,No,3,0,0.780549981601574
3678-MNGZX,No,6,1,0.6013980187397298
1335-NTIUC,No,10,3,3.259964821823452
2916-BQZLN,No,9,0,1.5067221386899166
4558-CGYCZ,No,9,1,3.2910579818786894
2368-GAKKQ,No,11,0,2.2328551031553228
8710-YGLWG,No,4,0,1.983077675694848
3199-XGZCY,No,2,1,3.2142840643910833
3785-KTYSH,No,6,0,3.6655461375067193
6814-ZPWFQ,No,5,1,3.105558052168017
4063-EIKNQ,No,4,0,4.076425105748716
6993-YCOBK,No,3,0,4.256366598752887
5206-HPJKM,No,6,0,2.729626099867059
7587-RZNME,Yes,2,1,4.561474708111094
0748-RDGGM,Yes,7,0,1.762408141796381
8393-JMVMB,No,7,1,2.830004605567199
5019-GQVCR,No,8,2,5.580326998669802
6036-TTFYU,No,6,0,3.403340945483157
2550-AEVRU,No,5,0,5.822861868952657
0969-RGKCU,No,6,0,1.965986040956469
0378-CJKPV,No,6,2,5.538488924221417
4706-AXVKM,Yes,4,1,0.4169765379151352
5889-JTMUL,Yes,2,0,1.554357075326579
9026-RNUJS,Yes,4,1,0.8442716334941996
3746-EUBYR,Yes,1,1,1.912006026394687
2332-EFBJY,Yes,3,2,5.49174460698193
2880-FPNAE,No,10,1,5.4493095164719545
1703-MGIAB,No,2,0,2.9456212078462847
4311-QTTAI,No,4,0,3.0747278875913158
9474-PHLYD,Yes,3,2,1.1522950239719243
4318-RAJVY,No,4,0,3.8579623608496934
2165-VOEGB,Yes,3,2,3.7044795227710687
3612-YUNGG,No,8,1,2.1953581956304076
2254-DLXRI,No,6,0,2.2272087249644414
5062-CJJKH,No,5,1,10.074890716030636
9028-LIHRP,No,8,0,5.008367711335644
2219-MVUSO,Yes,3,4,7.921325334989118
1053-MXTTK,No,4,3,1.71800419763444
1530-ZTDOZ,No,4,1,2.5689109242037556
1301-LOPVR,No,4,0,2.5777349486998777
0853-TWRVK,No,8,2,3.447520386802185
8914-RBTSB,Yes,4,3,2.6207205550733432
6212-ATMLK,No,6,1,5.929033875042847
8200-LGKSR,No,7,1,3.216149097826576
1568-BEKZM,No,5,0,1.8244402392540906
0670-ANMUU,No,6,1,7.040085040928357
6897-RWMUB,No,4,0,1.9182067906313363
0963-ZBDRN,Yes,6,2,2.1596901657676155
7594-RQHXR,Yes,1,3,1.4978493181175176
6999-CHVCF,No,8,0,4.299055931883342
6134-KWTBV,No,2,1,2.6495245777924965
1077-HUUJM,No,1,0,3.85784635433777
6331-EWIEB,Yes,2,1,4.860374177039337
0895-LNKRC,No,5,0,3.9750078779226294
2045-BMBTJ,No,6,0,8.222256345576328
8417-GSODA,No,4,1,9.933941539370283
5171-EPLKN,No,5,1,1.7615879863827542
4452-QIIEB,No,7,1,6.744037137926648
5998-VVEJY,Yes,3,4,0.8643875106608084
1624-NALOJ,Yes,3,1,1.8716169982755195
6741-EGCBI,No,3,2,4.352051554978211
7820-ZYGNY,No,3,0,1.0499975557728365
4317-VTEOA,Yes,3,2,3.990480426131162
9677-AVKED,No,7,0,1.0803837799042832
1670-SVOWZ,Yes,6,3,2.985376895370951
2227-JRSJX,No,3,0,2.101775949769066
9847-HNVGP,No,5,2,0.36350813033969315
6696-YDAYZ,No,5,0,8.11219615158385
8980-WQFWL,No,5,2,4.398437713445299
1730-ZMAME,No,10,0,8.76750179392022
6506-EYCNH,No,4,0,2.2384665613177703
4634-JLRJT,No,5,1,3.4029205753636127
9501-UKKNL,No,3,1,4.286365372726287
2560-QTSBS,No,4,3,4.099228374390178
7541-YLXCL,Yes,3,0,1.5711266926106155
4795-WRNVT,No,9,0,5.117720848387552
6080-TCMYC,No,7,1,6.2909621509989755
0260-ZDLGK,Yes,2,4,2.383882479467409
7860-UXCRM,No,6,3,2.39622822304586
6357-JJPQT,No,7,0,2.180035323734822
2292-XQWSV,No,3,3,5.4591875660085405
9552-TGUZV,No,6,0,2.6766723025898065
5913-INRQV,No,10,0,1.4307336580610106
8722-NGNBH,Yes,2,2,1.6028830195819477
6210-KBBPI,Yes,2,2,1.7388777589110855
9643-YBLUR,No,7,1,1.827375221920435
8734-FNWVH,No,8,0,9.10900073427866
9447-YPTBX,No,6,0,2.2648407863810465
0133-BMFZO,Yes,2,3,0.6916832825329838
6128-CZOMY,Yes,1,0,2.375370579969049
9540-JYROE,Yes,4,1,2.791401375632556
9026-LHEVG,No,6,1,5.497878443255007
2260-USTRB,Yes,1,0,3.471901306982024
3656-TKRVZ,Yes,4,2,0.8231443897153295
7011-CVEUC,No,8,0,3.194464340154813
6185-TASNN,No,5,2,3.354054860672567
7925-PNRGI,No,10,1,7.159109003836914
8623-TMRBY,Yes,4,2,1.2850365313129672
1552-CZCLL,No,5,2,6.692177427956551
3038-PQIUY,No,4,1,3.2176747500167044
1501-SGHBW,Yes,5,0,3.5549753237144013
9313-CDOGY,No,3,1,0.5135970795140528
8148-BPLZQ,No,6,1,3.3242784351820136
2623-DRYAM,No,8,1,2.1143027002152905
9987-LUTYD,No,7,1,6.904363400406557
3208-YPIOE,Yes,5,0,1.063598927664358
4488-KQFDT,No,7,1,3.186815965515922
2612-RANWT,Yes,2,2,1.1489302588031376
5693-PIPCS,No,6,2,3.6277907683020856
0491-KAPQG,No,13,1,11.23205536244762
1925-LFCZZ,No,10,1,1.8299019661993223
8039-EQPIM,No,7,1,4.0478764821078626
6900-PXRMS,Yes,1,0,3.165469750411753
8707-RMEZH,No,6,0,9.00583593666206
3346-BRMIS,Yes,2,2,0.969395369952303
3209-ZPKFI,No,7,2,6.712598055910354
6479-VDGRK,No,7,1,5.497463884887634
9373-WSLOY,No,6,0,0.9287469440663586
2933-FILNV,Yes,6,0,3.5062612350922846
3569-JFODW,No,7,1,3.4935741031238026
9819-FBNSV,No,4,0,11.20420450771474
9544-PYPSJ,No,1,1,12.292599499709976
1591-XWLGB,No,6,0,6.453110057716699
0396-UKGAI,No,8,2,2.7480554602933998
3243-ZHOHY,No,6,0,5.472608607270927
5186-EJEGL,No,6,0,1.9421075704689608
7527-QNRUS,No,2,1,0.9231546909972768
9986-BONCE,Yes,8,4,0.6559613259127722
2722-JMONI,Yes,3,1,3.0462651823395612
2203-GHNWN,No,4,3,6.247819059904983
3878-AVSOQ,No,5,0,0.24462719309663594
3258-SYSWS,No,5,2,2.0309757293662836
5296-PSYVW,No,5,0,4.433443857062544
6319-QSUSR,No,7,0,2.0229460610849976
4083-EUGRJ,Yes,5,1,0.6965380486599476
7579-OOPEC,Yes,5,1,2.3919161683078087
0512-FLFDW,No,15,0,0.7851897862992215
1771-OADNZ,Yes,1,1,2.1406287977259773
0487-CRLZF,No,3,1,0.31055760507354246
2107-FBPTK,No,7,2,2.9272344769581107
9451-WLYRI,No,7,0,3.561594411080164
8219-VYBVI,No,8,0,1.5373565070967414
1991-VOPLL,No,9,0,4.6750874659810755
9738-QLWTP,No,4,2,1.5533311720293022
1016-DJTSV,No,11,1,9.662408014939395
9419-IPPBE,No,4,1,5.772509532216715
0174-QRVVY,No,4,1,3.2252775850297404
5699-BNCAS,No,8,0,1.0433747975287595
2900-PHPLN,No,7,1,1.9154087896480354
0612-RTZZA,Yes,1,2,3.5080645581249605
8106-GWQOK,No,5,0,4.050469514969428
8751-EDEKA,No,11,1,2.10705925231544
6878-GGDWG,No,10,2,4.294556905678293
4039-PIMHX,No,4,0,5.109775700919125
8450-LUGUK,No,5,0,4.728593601427246
3604-WLABM,No,5,0,1.3001905298474137
0795-GMVQO,No,4,0,4.626589363108645
2259-OUUSZ,No,4,0,2.792426696332319
1142-IHLOO,No,12,4,2.614805672333213
6410-LEFEN,Yes,2,1,0.4147317652301276
4633-MKHYU,No,8,2,2.8053120543659795
6257-RJOHI,No,4,2,0.547572313947333
1545-JFUML,No,5,1,1.2375422674000731
3194-ORPIK,Yes,1,0,5.066493673151358
7826-VVKWT,No,4,0,8.084242400096988
1353-GHZOS,No,8,0,0.8680095046284918
2587-EKXTS,No,6,1,8.018050171623232
5442-BXVND,No,5,0,3.4998874048145354
8816-VXNZD,Yes,5,2,3.6387957583532504
9378-FXTIZ,Yes,6,2,1.0668067332408573
1723-HKXJQ,Yes,3,1,0.4072163118845414
7825-GKXMW,Yes,3,0,0.146122693371594
9753-OYLBX,No,4,0,5.966494317794905
2364-UFROM,No,5,0,3.589972045425831
6656-JWRQX,No,5,0,2.4152322471895333
6473-ULUHT,No,2,0,1.6612877151894225
1240-KNSEZ,Yes,3,1,0.6276658280673132
0836-SEYLU,Yes,1,3,3.1481365527495795
4433-JCGCG,Yes,4,4,1.8185152662820863
3716-BDVDB,Yes,1,0,2.3381605955365976
7688-AWMDX,No,3,0,4.386255733256256
2842-BCQGE,No,2,0,4.258334858175419
7244-QWYHG,No,9,2,2.1759671117437627
5899-MQZZL,Yes,2,4,6.6238255880168495
6849-OYAMU,Yes,5,2,1.4846474926549937
5312-UXESG,No,6,1,3.761461708914075
9488-HGMJH,Yes,8,0,3.7011289384000112
6038-GCYEC,Yes,1,0,1.739284460984468
2150-WLKUW,No,5,0,1.4803246432047075
7159-FVYPK,No,5,2,9.694671656959565
7032-LMBHI,No,13,0,0.6786579799045269
1150-WFARN,Yes,3,0,0.3040155998703056
6088-BXMRG,No,7,0,6.259890413892182
3144-AUDBS,Yes,4,2,0.35264519869904604
4821-SJHJV,No,9,0,2.7463332008553776
7346-MEDWM,No,7,1,7.076843036097778
1137-DGOWI,No,10,1,9.559802165584193
5616-PRTNT,Yes,5,1,0.6191536555933806
3812-LRZIR,No,7,2,2.095608997664397
4818-QIUFN,Yes,2,2,2.3758942927032916
9483-GCPWE,No,7,0,5.186418828384102
4227-OJHAL,No,4,0,2.09363266790326
9220-CXRSC,No,4,1,5.8128697495471515
4993-JCRGJ,No,7,0,1.876594096306327
9537-JALFH,No,5,1,2.9270687189822002
6698-OXETB,No,5,1,3.542575094873014
2103-ZRXFN,No,5,1,4.216744441705454
3724-BSCVH,No,10,1,5.607200864105018
4877-TSOFF,No,7,0,5.149198056167374
9209-NWPGU,No,4,0,2.5686963614110305
6961-VCPMC,Yes,0,0,2.985623870462604
7306-YDSOI,No,5,0,4.845753797246447
5288-AHOUP,No,6,1,1.6556014000738863
6688-UZPWD,Yes,4,2,0.9034591754335519
0655-YDGFJ,No,8,2,1.7430049230261777
8468-EHYJA,No,9,0,2.4636373173690838
6823-SIDFQ,No,4,0,2.6935906590219774
1097-FSPVW,No,3,0,3.0441089037897
2839-RFSQE,Yes,3,0,1.8907274209477858
8328-SKJNO,No,7,0,3.492878809852899
7010-ZMVBF,No,7,0,9.469177831833372
5201-CBWYG,No,8,0,2.810178403117385
0968-GSIKN,Yes,3,2,0.587336032015633
1965-DDBWU,Yes,5,3,2.2508886247403166
9057-SIHCH,Yes,4,1,0.7028467714768598
6352-GIGGQ,No,11,0,0.8662063573359662
3635-QQRQD,No,2,0,0.7614375129202695
6771-XWBDM,Yes,3,2,7.9025408253579625
2897-DOVND,No,6,1,0.8983202929350027
3082-YVEKW,No,5,1,2.7481789004119173
0191-EQUUH,No,7,1,5.595219629274424
7134-HBPBS,No,11,2,4.175224211086734
3489-HHPFY,No,10,2,2.0219672676702958
2926-JEJJC,No,3,0,6.053805072490255
8601-QACRS,Yes,5,4,2.102574652964957
4950-BDEUX,No,9,0,3.1282243083730195
5789-LDFXO,No,9,0,5.464339767391927
0508-OOLTO,No,1,1,3.174936513449564
2984-TBYKU,No,1,1,4.576581707716232
9822-WMWVG,No,6,0,5.29879279096661
2391-SOORI,Yes,2,3,1.7664871581225141
9040-KZVWO,No,11,1,1.9528057068637183
2645-QTLMB,Yes,3,2,1.9850321293378805
4806-HIPDW,Yes,2,1,0.9268144210472389
1548-ARAGG,No,5,0,3.031644650325416
6339-RZCBJ,No,5,1,10.336636651175127
4424-TKOPW,Yes,1,0,2.141667480843157
4415-WNGVR,No,5,1,2.0547525894624137
2522-AHJXR,No,6,0,5.281630838389636
0412-UCCNP,No,4,1,10.37943486451859
1816-FLZDK,No,6,2,4.0797609507280415
7096-UCLNH,No,6,0,0.8427982590177356
8443-ZRDBZ,Yes,2,3,4.0871035029145055
9136-ALYBR,Yes,2,5,2.04374142172809
4615-PIVVU,No,5,0,0.9531421407005236
8885-QSQBX,No,3,0,4.246014101324529
7479-NITWS,Yes,5,0,1.837587198462012
8617-ENBDS,No,11,1,2.2667495522572447
9385-NXKDA,No,7,1,0.510114734125303
0430-IHCDJ,No,8,0,5.619185963382822
2959-MJHIC,Yes,3,2,1.0051643120968363
6674-KVJHG,No,8,0,5.407437697631453
1814-DKOLC,No,5,0,7.243210250749248
4201-JMNGR,Yes,0,0,1.7511495956226868
9351-HXDMR,No,8,0,3.55521255636391
3537-HPKQT,No,8,1,4.14355589614274
2129-ALKBS,No,6,1,2.2654543102230624
5821-MMEIL,No,7,0,4.8679526508890945
5960-WPXQM,Yes,4,0,3.5993446561623323
0684-AOSIH,Yes,3,3,2.602975589581085
8260-NGFNY,Yes,5,0,4.62308396179982
1309-XGFSN,No,10,0,2.516797693556764
1866-RZZQS,Yes,1,0,4.868930656793103
6968-URWQU,No,4,1,2.1216248245785176
4742-TXUEX,No,4,1,5.604689682863461
9631-XEYKE,No,5,1,0.9626862694877208
8631-NBHFZ,Yes,2,1,2.1725071700720067
1335-MXCSE,No,6,0,8.12438338745075
8873-TMKGR,No,6,0,8.11717912904568
8800-JOOCF,No,10,0,3.4514847702932565
1469-LBJQJ,No,4,0,1.364851255729525
4958-XCBDQ,Yes,2,2,1.5137134223626505
8337-UPOAQ,Yes,2,0,1.3270649544309436
0064-YIJGF,No,9,1,5.078563486638545
2386-OWURY,No,6,1,5.9114349910843185
1725-IQNIY,Yes,3,4,1.4406984997385488
0310-VQXAM,No,5,1,1.5694191838236697
6598-RFFVI,Yes,6,2,0.1738886409452563
3453-RTHJQ,No,5,0,4.18182247326272
6712-OAWRH,Yes,3,2,2.726367242887913
6278-FEPBZ,No,2,0,1.8505267799259228
4280-DLSHD,No,2,3,3.188063916130353
1508-DFXCU,No,5,1,3.6434755700771517
8614-VGMMV,Yes,1,2,0.4837166674478635
7868-BGSZA,No,6,0,7.410647320061208
2800-QQUSO,No,8,1,4.757005179796019
2930-UOTMB,Yes,6,1,0.7002281697642309
7973-DZRKH,No,5,1,4.108922383086016
5914-DVBWJ,Yes,4,1,0.5218697055371245
7698-YFGEZ,No,7,0,3.2456930986581467
2533-QVMSK,Yes,0,1,5.37383986623109
9773-PEQBZ,No,8,0,2.7546034029716653
8644-XLFBW,Yes,3,1,0.7683680616153323
0650-BWOZN,No,5,0,6.84214074091044
8625-AZYZY,Yes,3,2,1.534086288692028
7785-RDVIG,No,5,0,2.1912468199953135
9602-WCXPI,No,3,0,3.191276155097677
2903-YYTBW,No,4,0,2.1384478263940174
3620-MWJNE,No,9,1,3.792928040205141
8573-JGCZW,No,6,0,1.7539322162486604
6837-HAEVO,No,4,1,2.3804550711597092
6701-YVNQG,No,7,1,3.8222753234600995
9306-CPCBC,Yes,0,1,2.7857529843417757
4304-XUMGI,No,7,3,9.97547762402975
9504-YAZWB,No,5,4,5.529967729998512
8819-ZBYNA,No,4,0,5.694081378349748
6174-NRBTZ,No,4,2,1.801990295075431
9481-IEBZY,No,4,0,3.6534987979984237
1833-VGRUM,Yes,3,1,2.146747133237719
6137-NICCO,No,7,0,7.260486302038892
9065-ZCPQX,No,7,0,6.593084807767333
6402-EJMWF,No,3,1,3.891855921886841
3620-EHIMZ,No,6,1,5.675366168432755
6870-ECSHE,No,9,1,3.579461418466744
8747-UDCOI,No,4,0,2.136224378268699
8374-XGEJJ,Yes,1,2,1.3941770905882214
2656-TABEH,Yes,3,0,2.1920288939814125
6946-LMSQS,Yes,3,1,1.8049214458194929
4626-OZDTJ,No,5,0,1.7527401505186777
9169-BSVIN,No,2,0,8.081843173651443
2325-ZUSFD,Yes,2,1,2.9940972525656124
8194-PEEBY,No,13,1,6.545886131429142
6872-HXFNF,No,10,0,7.408017946590583
3932-CMDTD,Yes,4,0,1.0445143392927954
7714-YXSMB,No,13,0,5.738141854415208
8387-UGUSU,No,8,1,5.2900498701721785
1080-BWSYE,No,7,1,3.7787293605304373
4039-HEUNW,Yes,4,2,9.512496742267427
1194-HVAIF,No,4,1,0.8556129561731564
0812-WUPTB,Yes,7,2,0.7984222729602304
3594-UVONA,Yes,2,2,2.305518054624833
0004-TLHLJ,Yes,6,1,4.904365250774561
1767-TGTKO,No,6,0,18.47546745078511
8439-LTUGF,No,9,1,1.5628597212498994
8805-JNRAZ,No,10,2,3.2506657745393213
5089-IFSDP,Yes,6,2,1.8787506640148912
6418-HNFED,No,3,0,8.162743331808754
0206-OYVOC,No,7,0,2.5235187174844174
7291-CDTMJ,No,4,0,1.4993004217498234
7128-GGCNO,No,5,1,5.289580620342195
0237-YFUTL,No,12,0,2.250154033664857
7691-KGKGP,No,3,0,3.509447504608858
6710-HSJRD,No,4,1,2.6091625961783267
3675-EQOZA,No,7,0,1.3390197238389736
0840-DCNZE,No,4,0,1.8667866409607519
1732-FEKLD,No,9,0,0.8885669406197003
9862-KJTYK,No,6,1,1.1843587060871463
0479-HMSWA,No,6,0,4.492398320061342
5854-KSRBJ,No,5,0,1.9080814880848995
0365-BZUWY,No,4,0,1.584111019188723
4817-VYYWS,Yes,3,2,2.9808411939798853
5701-SVCWR,No,5,0,7.516269158636404
3129-AAQOU,No,5,1,5.497725554475269
4922-CVPDX,No,4,1,6.466569273315384
1396-QWFBJ,Yes,4,0,0.8618811839247753
1357-BIJKI,No,4,0,3.785457117626351
1099-BTKWT,No,5,0,2.4083443907345066
5299-SJCZT,Yes,2,3,3.4791297968763977
2018-PZKMU,No,5,0,7.099439442784649
7340-KEFQE,No,13,0,2.0947660451908963
4570-QHXHL,No,12,1,1.9899768442403956
2403-BCASL,Yes,3,2,0.5013859715468318
7392-YYPYJ,No,3,0,2.3809428289123455
2898-LSJGD,Yes,6,2,5.733041678763774
2223-GDSHL,No,3,1,5.53457475860185
7359-PTSXY,Yes,3,0,1.570127645637486
9470-RTWDV,No,5,0,4.613408023154468
2176-OSJUV,No,7,1,0.7928422487107645
9348-YVOMK,No,2,0,2.9117776184939
8104-OSKWT,No,9,2,1.9608635080049959
4521-YEEHE,No,8,0,4.374281605366473
4090-KPJIP,No,7,0,3.6124465923242224
3786-WOVKF,No,6,1,3.9393628066755504
4503-BDXBD,Yes,3,1,3.22364943701562
6086-ESGRL,Yes,3,2,3.0010724788180023
2592-HODOV,No,6,2,4.245345338779534
3886-CERTZ,Yes,1,1,1.1268272278024978
7995-ZHHNZ,No,8,1,9.999438087556323
3824-RHKVR,No,2,3,3.574240798151166
5816-SCGFC,No,5,0,2.8101682430159935
5989-AXPUC,No,1,0,14.615248558886456
4979-HPRFL,No,6,0,11.917456315949329
8590-OHDIW,No,3,1,2.519234001107626
8015-IHCGW,No,8,1,4.443645715496757
2332-TODQS,No,4,0,3.615577317003609
9278-VZKCD,No,7,0,1.4051055850420973
8008-OTEZX,No,4,0,7.3677733226679125
2773-OVBPK,No,2,4,4.30561394504734
5999-LCXAO,No,7,2,6.438282304320668
5206-XZZQI,No,4,1,6.7084071516203405
4803-LBYPN,No,7,0,6.633371422640431
5759-RCVCB,Yes,6,1,1.8105283377306185
6372-RFVNS,Yes,3,4,1.801639755050871
2139-FQHLM,No,8,0,3.0355066170422624
8261-GWDBQ,No,9,1,5.252229584384188
1093-YSWCA,No,7,0,2.210088038977326
8938-UMKPI,Yes,2,3,3.336921144588232
0991-BRRFB,Yes,4,2,0.29850590398419
3882-IYOIJ,No,7,0,1.1144769404507295
8749-TZYEC,No,9,0,5.5365183846940385
1755-FZQEC,No,4,1,3.009857007485077
3115-JPJDD,No,5,2,1.4694757151714783
5600-KTXFM,No,5,1,3.150282988910928
3871-IKPYH,Yes,2,1,1.5543331991769418
6319-IEJWJ,Yes,1,1,3.8524036649860744
9025-AOMKI,Yes,4,0,1.112872321341766
6339-TBELP,No,8,1,0.926066476494677
7964-YESJC,No,8,0,1.659595699762426
6173-GOLSU,No,7,0,1.4203269516770898
5275-SQEIZ,Yes,4,0,0.7314308984380486
7716-YTYHG,Yes,2,1,1.7663430778969937
9938-ZREHM,No,8,0,3.436068627807132
7950-XWOVN,No,5,0,2.304181539901876
4390-KYULV,Yes,4,3,2.778248034879015
4647-MUZON,No,8,0,9.905942717778343
9702-AIUJO,No,6,1,2.0545305298328884
8849-PRIQJ,No,8,1,3.4483543891303854
8851-RAGOV,No,6,1,4.713080529321639
1304-NECVQ,Yes,2,1,2.8345961377997937
5396-IZEPB,No,6,1,4.005328693631439
1729-VLAZJ,No,3,1,5.156074504019001
8285-ABVLB,No,11,0,2.121120736090615
0701-TJSEF,No,6,4,3.2215856766487883
5712-VBOXD,No,4,1,5.467618456599943
6629-LADHQ,No,2,1,2.3343895618661
8945-GRKHX,Yes,1,2,2.0686759036823505
1559-DTODC,No,6,0,6.534650900778251
4797-MIWUM,No,5,1,3.615398398190122
6959-UWKHF,Yes,4,1,0.6986261739124164
8720-RQSBJ,No,6,0,1.6910465678651534
4537-CIBHB,No,7,1,1.3743123295534472
3815-SLMEF,Yes,3,0,4.081333770362151
5154-VEKBL,Yes,7,1,0.7546314662577787
4324-AHJKS,No,1,1,1.5118050113162305
4355-CVPVS,No,9,0,5.500031938631748
4495-LHSSK,No,5,1,6.391113027819174
5655-JSMZM,Yes,6,3,1.9163993877307366
5915-ANOEI,No,6,0,4.540200869401861
9861-PDSZP,No,10,0,3.0380504691650154
4505-EXZHB,Yes,5,2,2.6342109957296254
7225-CBZPL,No,7,1,5.101852058904619
6704-UTUKK,No,5,2,4.508255163370324
4587-VVTOX,Yes,4,2,1.0847568460471313
2019-HDCZY,No,9,1,5.024216819122541
4652-NNHNY,Yes,3,1,1.4683712556427186
8788-DOXSU,No,8,0,4.384763475679346
7404-JLKQG,No,10,0,0.916149497219681
7421-ZLUPA,No,5,1,4.189053321586519
8972-HJWNV,Yes,4,1,0.11957877099171939
3274-NSDWE,No,7,0,6.869845889897368
2632-IVXVF,No,8,1,1.9388687426101028
3692-JHONH,No,7,0,2.1576992149930607
8915-NNTRC,No,8,0,2.125549402842446
5914-GXMDA,No,3,1,7.097418073393239
7463-IFMQU,No,9,1,6.2620855674923375
2920-RNCEZ,No,4,1,4.121548472308084
2541-YGPKE,No,6,1,5.456140069717255
8515-OCTJS,Yes,3,0,1.878128799218473
5382-TEMLV,No,6,0,3.7394304785832415
3441-CGZJH,No,10,1,2.834176596436915
9592-ERDKV,No,6,0,3.587029770942336
2860-RANUS,Yes,2,2,5.839153255869026
5261-QSHQM,Yes,4,0,0.8607215984054891
4778-IZARL,No,14,1,4.270458962577559
0432-CAJZV,No,5,0,6.64652014912705
7008-LZVOZ,No,7,1,1.1350829743289617
8868-WOZGU,Yes,2,0,1.5739434586430308
1200-TUZHR,No,9,0,4.871831005979614
9365-CSLBQ,No,6,0,14.389342817497418
1334-FJSVR,Yes,3,2,1.425504300132385
5884-FBCTL,No,7,0,2.6225817842648165
7130-CTCUS,No,8,1,1.4982239376340667
6242-FEGFD,No,4,1,2.4455235609617576
7625-XCQRH,Yes,6,0,0.6609385894809738
6194-HBGQN,No,6,1,3.881673201240264
7634-WSWDB,No,5,0,3.0761595342270702
6986-IXNDM,No,7,1,5.78587911239044
1731-TVIUK,Yes,2,2,0.7665902412256159
2987-BJXIK,No,7,0,3.157471751322161
9769-TSBZE,No,8,1,6.456959944555377
0406-BPDVR,Yes,2,0,0.7007782415358332
0618-XWMSS,Yes,2,2,1.3486821419212056
1395-WSWXR,No,6,2,2.532851185579735
6023-GSSXW,No,8,0,3.092949107264176
6752-APNJL,No,3,0,5.9152663848677145
5276-KQWHG,Yes,5,1,1.080253040648711
0420-HLGXF,No,8,0,4.538247511510339
7446-KQISO,No,4,0,2.20340829188362
9823-EALYC,No,5,0,3.4414004586964184
0582-AVCLN,No,0,0,0.46247082256093563
5803-NQJZO,No,8,0,3.6245959015101845
2565-JSLRY,Yes,4,3,1.5410282995896782
2607-DHDAK,No,4,1,4.7423939410976645
1073-XXCZD,No,8,0,1.73842529082092
0743-HRVFF,No,3,1,2.8972122641856113
4006-HKYHO,No,6,0,3.4083122737733884
3727-JEZTU,No,5,1,4.802567789423966
8143-ETQTI,No,8,2,1.0294553035377396
6689-KXGBO,Yes,3,1,0.7255600429382105
9667-TKTVZ,No,7,1,2.719439803452798
3657-COGMW,No,10,1,2.2360741169178566
8570-KLJYJ,No,7,2,2.4154139648160458
7754-IXRMC,No,6,1,3.8821490135696997
9473-CBZOP,No,7,0,2.1909899842136755
2969-WGHQO,No,4,0,2.920204234993982
6615-NGGZJ,Yes,0,0,4.82153789328843
4334-HOWRP,No,10,0,1.4750475378366554
4255-DDUOU,Yes,3,2,2.5715560022613553
5863-OOKCL,No,11,0,5.94567402589027
1686-STUHN,No,9,1,1.4466207564692064
1329-VHWNP,No,3,1,4.313343670561015
2984-MIIZL,Yes,3,4,0.46688992128444157
0266-GMEAO,No,12,1,0.4162170102048324
5590-YRFJT,Yes,2,2,1.6273727157837812
5574-NXZIU,No,11,0,2.869104495251021
0019-GFNTW,No,4,1,1.1223571919808772
4256-ZWTZI,No,3,0,4.870977220432666
8309-PPCED,No,4,0,4.328758429762361
4098-NAUKP,No,4,1,4.806760193491245
5196-WPYOW,No,7,1,2.0739632774533723
4608-LCIMN,No,5,0,3.3928223825166017
1485-YDHMM,No,6,2,4.287662836652573
4054-CUMIA,No,4,0,2.311722039008968
0603-TPMIB,No,6,0,4.666394992270862
2525-GVKQU,No,7,0,6.344153167286172
8161-QYMTT,No,5,0,3.907507104803939
9581-GVBXT,No,4,0,7.382052493877289
5862-BRIXZ,No,6,2,3.7505014023119014
5404-GGUKR,No,4,0,2.511294692364537
3308-JSGML,No,2,1,3.6436432779054906
2126-GSEGL,No,11,0,4.405718669952879
3677-TNKIO,Yes,2,2,1.3231711510204398
0440-QEXBZ,No,7,1,3.6239702327179253
2434-EEVDB,No,6,0,1.3980523285688249
6762-QVYJO,No,12,0,6.37812745889493
6199-IWKGC,No,10,1,3.311305472632979
2675-DHUTR,No,7,0,5.531491466230334
8152-VETUR,No,9,0,4.808235749186023
9667-EQRXU,Yes,1,1,2.317847397403175
7446-YPODE,No,8,2,7.5591834841888055
9522-BNTHX,No,5,1,5.570013679449111
4676-WLUHT,No,3,1,3.927131656647341
3329-WDIOK,Yes,1,3,2.6288789886575024
7980-MHFLQ,No,5,0,5.08676759007277
2873-ZLIWT,Yes,4,1,0.9462927158687471
3415-TAILE,Yes,3,1,0.4185701575892523
0757-WCUUZ,No,3,3,1.3390594288658273
1629-DQQVB,No,13,2,2.5950028088634536
1915-IOFGU,Yes,7,4,1.2389051735297703
3045-XETSH,Yes,6,1,3.6210707132711315
